date,retweets,favorites,vader,finBERT,finBERT_min,finBERT_max,buzz,buzz_n,sent_wn,sent12,sent26,sent50,sent200,adjclose,volume,EMA12,EMA26,EMA50,EMA200
2020-02-07,1986,4263,0.18656615384615383,-0.10831086153846155,-0.922277,0.880937,6249,-0.15267087475105928,0.9630504627095979,-0.07860998849567664,-0.0642890757744787,-0.05365591018054764,-0.05548733686217232,319.443603515625,64139400,316.5406998024242,314.28625413992654,309.7804823844262,291.0554800896373
2020-02-10,1644,3662,0.03914459459459459,-0.11580709013513513,-0.919634,0.908625,5306,-0.2362780877952773,0.9654947204543282,-0.07346290239470332,-0.06438769158450301,-0.05488364021079347,-0.05574877277057348,321.8283386230469,42070000,317.3541826979046,314.84492706460213,310.2529473349603,291.3616776869847
2020-02-11,1732,3554,0.08253291139240505,-0.14777597506329113,-0.938005,0.804646,5286,-0.23805130546323525,0.9672591725868925,-0.0848956828052553,-0.07056460147182066,-0.05852647687167573,-0.0566644663257249,322.38604736328125,54864500,318.12831572334716,315.403528568208,310.72875517920824,291.6703778827688
2020-02-12,1474,2720,0.042990909090909094,-0.1878558171212121,-0.948871,0.90125,4194,-0.33486899013374005,0.973519251205821,-0.10073570346924865,-0.07925283966807188,-0.06359821570499088,-0.05796985290080438,324.46319580078125,43992700,319.102912658337,316.07461502988014,311.2673606937797,291.9966745784704
2020-02-13,2419,5974,0.03737246376811594,-0.12137863942028987,-0.936065,0.90374,8393,0.03741805925403442,0.9582919539035836,-0.10391153976940884,-0.0823732692793473,-0.0658641146742183,-0.058600786100003244,324.116943359375,54501900,319.87430199695825,316.6703430542872,311.7712658963521,292.316279242957
2020-02-14,2107,4832,0.02834647887323944,-0.07362662605633802,-0.924144,0.807613,6939,-0.09149486520650954,0.9608381307536471,-0.09925232227509025,-0.0817253697813466,-0.06616852688528181,-0.05875029694533991,324.6361999511719,64582200,320.60690168222186,317.2604065281305,312.27577311418815,292.63787049378504
2020-02-18,1978,3886,-0.015030666666666663,-0.17563724021333332,-0.948542,0.761542,5864,-0.1868053148592501,0.9667245049242278,-0.09525084625631874,-0.08252695790690337,-0.06854049084061298,-0.05959016680622289,323.7996520996094,57226200,321.09809405412767,317.74479508898077,312.72768993714584,292.94793797245
2020-02-19,1717,3834,-0.0004421052631578954,-0.1500489842368421,-0.943469,0.888057,5551,-0.21455617136279223,0.9665854285725143,-0.1036813290225531,-0.08752858948689883,-0.07173690234634746,-0.06049025454185094,325.3478088378906,48814700,321.75189632855273,318.3079812926037,313.22259656070446,293.2703247472305
2020-02-20,1671,3297,0.021217333333333335,-0.0723379628,-0.926563,0.876244,4968,-0.26624546638376684,0.9636653762997988,-0.09885927268062185,-0.08640335788046188,-0.07176047334452991,-0.060608142186210634,324.01116943359375,74163400,322.09947680625135,318.7304396734178,313.6456778498374,293.57620379883616
2020-02-21,1533,2992,-0.0421327868852459,-0.1676111168852459,-0.92089,0.888728,4525,-0.30552223772903575,0.9708782654914614,-0.10943647948133324,-0.09241874743637181,-0.0755193221108325,-0.061672848402121436,320.6744689941406,113788200,321.8802448351574,318.8744418453232,313.9213167182414,293.84583827839145
2020-02-24,5674,11569,0.005451282051282054,-0.2733602688461539,-0.945151,0.911278,17243,0.8220668773254333,0.9085842641147955,-0.11107853984927117,-0.09501890101916552,-0.07846319931371169,-0.06276846743750485,310.0391540527344,161088400,320.0585385609385,318.21997608290917,313.7690750450843,294.00696579853417
2020-02-25,8323,14823,-0.04066138613861386,-0.16227597267326732,-0.951448,0.824285,23146,1.3454320720232262,0.9100266772992144,-0.11895506797603982,-0.10000090632687676,-0.08174997473957663,-0.06375859186771143,300.6443176269531,218913200,317.07173534032535,316.91807545654206,313.25437867574584,294.0730091003095
2020-02-26,2503,4897,-0.05526404494382022,-0.2576032968539326,-0.935665,0.898185,7400,-0.050622197960078476,0.9622613232187137,-0.14028556472648485,-0.11167515747702905,-0.08864618344994353,-0.0656873949024002,299.5384521484375,194773800,314.37430715695797,315.630695952238,312.7164992040867,294.1273916182013
2020-02-27,2821,4542,-0.15824533333333332,-0.36991507376,-0.942739,0.89552,7363,-0.05390265064580071,0.963818836760007,-0.1756131815008718,-0.13080404016465652,-0.0996763360111222,-0.0687145359855604,286.0856628417969,284353500,310.0222080315486,313.44217498109424,311.6721526800753,294.047374416446
2020-02-28,5236,8121,-0.11838076923076922,-0.24857424961538463,-0.950058,0.891721,13357,0.477530684441201,0.9325190950771427,-0.18683796121079685,-0.13952775938322898,-0.10551546987795603,-0.07050418487739946,284.8836669921875,384975800,306.15474017933917,311.32672994487893,310.6216238295699,293.95619324804545
